날짜,회사명,시가,최고가,최저가,종가,거래량
2022년 3월 18일,NVIDIA,24.7659$,26.5335$,24.5911$,26.4177$,73071856$
2022년 3월 18일,SK하이닉스,124000₩,125000₩,121000₩,124000₩,4493159₩
2022년 3월 18일,AMD,111.2800$,114.9300$,110.5500$,113.4600$,105834793$
2022년 3월 18일,삼성전자,70600₩,70900₩,70200₩,70700₩,14410038₩
2022년 3월 21일,SK하이닉스,124000₩,124500₩,121000₩,122000₩,3433809₩
2022년 3월 21일,NVIDIA,26.4716$,27.1157$,25.9323$,26.6983$,59172708$
2022년 3월 21일,삼성전자,70900₩,71000₩,69900₩,69900₩,11169002₩
2022년 3월 21일,AMD,113.7300$,117.5700$,112.5400$,115.9200$,101905850$
2022년 3월 22일,삼성전자,69900₩,70500₩,69900₩,70300₩,9402666₩
2022년 3월 22일,SK하이닉스,121000₩,124000₩,121000₩,123500₩,2246439₩
2022년 3월 22일,AMD,115.4300$,117.9500$,113.8100$,114.7800$,101672560$
2022년 3월 22일,NVIDIA,26.6913$,27.2016$,26.0372$,26.4886$,54700710$
2022년 3월 23일,AMD,114.2900$,117.5500$,112.2100$,113.9200$,90579150$
2022년 3월 23일,삼성전자,70600₩,71200₩,70300₩,70500₩,12398025₩
2022년 3월 23일,NVIDIA,26.0911$,26.5760$,25.5409$,25.5998$,50211986$
2022년 3월 23일,SK하이닉스,124000₩,124500₩,122000₩,123500₩,4085633₩
2022년 3월 24일,SK하이닉스,121000₩,122000₩,119500₩,120500₩,4215272₩
2022년 3월 24일,삼성전자,69600₩,70300₩,69600₩,69800₩,37943356₩
2022년 3월 24일,NVIDIA,26.1311$,28.2822$,25.8724$,28.1124$,87737914$
2022년 3월 24일,AMD,114.9600$,120.5500$,113.7100$,120.5300$,121961329$
2022년 3월 25일,SK하이닉스,122000₩,123000₩,118000₩,118000₩,5514940₩
2022년 3월 25일,NVIDIA,27.8488$,28.3201$,27.2346$,27.6550$,57901618$
2022년 3월 25일,AMD,119.9150$,121.4000$,117.2533$,119.6700$,95852381$
2022년 3월 25일,삼성전자,70100₩,70200₩,69600₩,69800₩,12986010₩
2022년 3월 28일,SK하이닉스,117500₩,119500₩,116500₩,118000₩,3234792₩
2022년 3월 28일,NVIDIA,27.7184$,28.2123$,27.1697$,28.1813$,42549392$
2022년 3월 28일,AMD,117.7000$,120.4100$,116.7100$,120.2400$,92966149$
2022년 3월 28일,삼성전자,69500₩,69900₩,69200₩,69700₩,12619289₩
2022년 3월 29일,삼성전자,70000₩,70300₩,69800₩,70200₩,13686208₩
2022년 3월 29일,SK하이닉스,119500₩,120500₩,118500₩,120000₩,3375247₩
2022년 3월 29일,AMD,122.2800$,123.7100$,119.5900$,123.2300$,94143028$
2022년 3월 29일,NVIDIA,28.6562$,28.9074$,27.9426$,28.6177$,48898440$
2022년 3월 30일,삼성전자,70300₩,70500₩,69800₩,69900₩,12670187₩
2022년 3월 30일,NVIDIA,28.2662$,28.4575$,27.4663$,27.6530$,46348713$
2022년 3월 30일,SK하이닉스,123000₩,123000₩,120500₩,121000₩,3436282₩
2022년 3월 30일,AMD,123.0400$,125.6700$,118.5900$,119.2200$,99476946$
2022년 3월 31일,SK하이닉스,119500₩,120000₩,117500₩,118000₩,4558063₩
2022년 3월 31일,삼성전자,69900₩,70200₩,69600₩,69600₩,12510366₩
2022년 3월 31일,AMD,116.3100$,116.3800$,109.0200$,109.3400$,147004790$
2022년 3월 31일,NVIDIA,27.7449$,28.2103$,27.2336$,27.2496$,52344022$
2022년 4월 1일,삼성전자,69500₩,69500₩,69000₩,69100₩,15916846₩
2022년 4월 1일,SK하이닉스,117000₩,117500₩,116000₩,116000₩,3851558₩
2022년 4월 1일,NVIDIA,27.3384$,27.4593$,26.2319$,26.6763$,51723511$
2022년 4월 1일,AMD,110.4800$,111.4200$,106.1020$,108.1900$,111867074$
2022년 4월 4일,삼성전자,68900₩,69300₩,68600₩,69300₩,11107905₩
2022년 4월 4일,NVIDIA,26.6923$,27.5212$,26.5775$,27.3235$,39770782$
2022년 4월 4일,SK하이닉스,115000₩,117500₩,114500₩,117000₩,2470792₩
2022년 4월 4일,AMD,109.9700$,110.9391$,107.0300$,110.5300$,90220034$
2022년 4월 5일,AMD,109.6850$,110.4800$,106.0500$,106.8200$,79531959$
2022년 4월 5일,삼성전자,69400₩,69600₩,69100₩,69200₩,8467248₩
2022년 4월 5일,SK하이닉스,117500₩,118000₩,116000₩,116500₩,2101474₩
2022년 4월 5일,NVIDIA,27.2176$,27.2825$,25.7855$,25.8964$,43661473$
2022년 4월 6일,SK하이닉스,114500₩,115500₩,113000₩,113000₩,4541938₩
2022년 4월 6일,NVIDIA,24.9007$,25.2662$,23.9710$,24.3744$,70383256$
2022년 4월 6일,AMD,104.4500$,105.7440$,101.7106$,103.6700$,105256602$
2022년 4월 6일,삼성전자,68600₩,68800₩,68500₩,68500₩,15517308₩
2022년 4월 7일,삼성전자,68500₩,68500₩,68000₩,68000₩,20683328₩
2022년 4월 7일,SK하이닉스,111500₩,114500₩,110500₩,113500₩,5027865₩
2022년 4월 7일,AMD,103.9200$,105.2400$,100.9100$,103.7200$,91895526$
2022년 4월 7일,NVIDIA,24.4084$,24.6890$,23.4467$,24.1757$,55799236$
2022년 4월 8일,NVIDIA,23.8851$,23.8911$,23.0312$,23.0881$,52478064$
2022년 4월 8일,삼성전자,68100₩,68300₩,67700₩,67800₩,15453191₩
2022년 4월 8일,AMD,102.5100$,102.9900$,100.4205$,101.0000$,92746663$
2022년 4월 8일,SK하이닉스,113000₩,114000₩,110500₩,112000₩,4268316₩
2022년 4월 11일,NVIDIA,22.1843$,22.2901$,21.6311$,21.8877$,57520684$
2022년 4월 11일,삼성전자,67800₩,68100₩,67400₩,67900₩,12263735₩
2022년 4월 11일,AMD,98.6000$,98.6700$,95.9400$,97.3700$,95527655$
2022년 4월 11일,SK하이닉스,111000₩,113000₩,110500₩,111500₩,2390786₩
2022년 4월 12일,SK하이닉스,110500₩,113000₩,110500₩,111000₩,2738163₩
2022년 4월 12일,NVIDIA,22.5069$,22.6947$,21.2536$,21.4753$,66225807$
2022년 4월 12일,AMD,98.7800$,99.5900$,94.6000$,95.1000$,89246449$
2022년 4월 12일,삼성전자,67600₩,67700₩,67000₩,67000₩,13924389₩
2022년 4월 13일,NVIDIA,21.6990$,22.4700$,21.4264$,22.1734$,51694344$
2022년 4월 13일,SK하이닉스,112000₩,113000₩,111000₩,113000₩,2484490₩
2022년 4월 13일,AMD,95.3000$,98.3300$,94.7100$,97.7400$,77728418$
2022년 4월 13일,삼성전자,67300₩,69000₩,67200₩,68700₩,17378620₩
2022년 4월 14일,AMD,98.3700$,98.3900$,92.9200$,93.0600$,73354367$
2022년 4월 14일,NVIDIA,22.4750$,22.7466$,21.1347$,21.2296$,56909685$
2022년 4월 14일,SK하이닉스,113000₩,113000₩,110000₩,110000₩,4715700₩
2022년 4월 14일,삼성전자,68700₩,68700₩,67500₩,67500₩,16409494₩
2022년 4월 15일,삼성전자,67200₩,67300₩,66500₩,66600₩,13176415₩
2022년 4월 15일,SK하이닉스,108000₩,108500₩,107000₩,108000₩,3694012₩
2022년 4월 18일,AMD,92.0300$,95.1600$,91.6400$,93.8900$,80605752$
2022년 4월 18일,NVIDIA,21.1717$,22.0585$,21.0509$,21.7539$,52570061$
2022년 4월 18일,SK하이닉스,107000₩,109500₩,106500₩,109000₩,2670439₩
2022년 4월 18일,삼성전자,66500₩,67100₩,66100₩,66700₩,10119203₩
2022년 4월 19일,AMD,93.3850$,97.0700$,92.8400$,96.9300$,77069496$
2022년 4월 19일,삼성전자,67100₩,68000₩,67000₩,67300₩,12959434₩
2022년 4월 19일,SK하이닉스,110000₩,112500₩,109500₩,112500₩,3021192₩
2022년 4월 19일,NVIDIA,21.6910$,22.3431$,21.2855$,22.1684$,51278058$
2022년 4월 20일,NVIDIA,22.4870$,22.6401$,21.1717$,21.4533$,46897444$
2022년 4월 20일,SK하이닉스,112500₩,113000₩,111000₩,112500₩,2905007₩
2022년 4월 20일,삼성전자,67000₩,67400₩,66500₩,67400₩,16693293₩
2022년 4월 20일,AMD,97.8400$,97.9100$,93.2000$,94.0200$,62489047$
2022년 4월 21일,NVIDIA,21.6802$,22.3621$,19.9733$,20.1561$,65620944$
2022년 4월 21일,SK하이닉스,112500₩,115000₩,112500₩,113000₩,3199858₩
2022년 4월 21일,삼성전자,67600₩,68300₩,67500₩,67700₩,12847448₩
2022년 4월 21일,AMD,95.1600$,96.2300$,89.2400$,89.8500$,76680635$
2022년 4월 22일,SK하이닉스,110500₩,112000₩,110500₩,110500₩,2360834₩
2022년 4월 22일,삼성전자,67200₩,67300₩,66700₩,67000₩,11791478₩
2022년 4월 22일,AMD,90.0300$,91.4600$,87.9350$,88.1400$,75017652$
2022년 4월 22일,NVIDIA,20.2759$,20.4586$,19.4740$,19.4889$,62471343$
2022년 4월 25일,삼성전자,66500₩,66700₩,66300₩,66300₩,11016474₩
2022년 4월 25일,SK하이닉스,109000₩,109500₩,108000₩,108000₩,2282343₩
2022년 4월 25일,NVIDIA,19.1764$,19.9184$,19.0705$,19.8754$,64156561$
2022년 4월 25일,AMD,89.8600$,91.3700$,88.6100$,90.6900$,93481042$
2022년 4월 26일,AMD,89.7400$,90.1200$,85.0800$,85.1600$,89127399$
2022년 4월 26일,삼성전자,66400₩,66700₩,66100₩,66100₩,12946923₩
2022년 4월 26일,NVIDIA,19.6917$,19.7616$,18.6451$,18.7629$,65314250$
2022년 4월 26일,SK하이닉스,109500₩,111000₩,108000₩,111000₩,2969516₩
2022년 4월 27일,삼성전자,65400₩,65500₩,64900₩,65000₩,18122084₩
2022년 4월 27일,NVIDIA,18.5732$,19.1414$,18.2656$,18.3904$,49946017$
2022년 4월 27일,AMD,84.2500$,87.9000$,84.0200$,84.9100$,83125054$
2022년 4월 27일,SK하이닉스,108000₩,109500₩,107500₩,108500₩,3261290₩
2022년 4월 28일,NVIDIA,18.9417$,20.0102$,18.4649$,19.7556$,57032671$
2022년 4월 28일,삼성전자,65400₩,65500₩,64500₩,64800₩,16895528₩
2022년 4월 28일,AMD,86.6700$,90.5800$,84.7800$,89.6400$,91495449$
2022년 4월 28일,SK하이닉스,109500₩,110000₩,108000₩,109500₩,2804966₩
2022년 4월 29일,AMD,88.0500$,91.7900$,85.3800$,85.5200$,82647701$
2022년 4월 29일,SK하이닉스,110000₩,112500₩,109500₩,112500₩,3752415₩
2022년 4월 29일,NVIDIA,19.3761$,20.1016$,18.4923$,18.5222$,50043491$
2022년 4월 29일,삼성전자,65100₩,67600₩,65000₩,67400₩,26190390₩
2022년 5월 2일,AMD,85.6550$,90.3700$,85.3201$,89.8400$,98304091$
2022년 5월 2일,SK하이닉스,110000₩,111500₩,110000₩,110500₩,2175384₩
2022년 5월 2일,NVIDIA,18.5157$,19.5479$,18.3664$,19.5069$,57204868$
2022년 5월 2일,삼성전자,66600₩,67600₩,66500₩,67300₩,14106184₩
2022년 5월 3일,AMD,89.8500$,92.2100$,89.0100$,91.1300$,126381846$
2022년 5월 3일,SK하이닉스,111000₩,112000₩,109500₩,110000₩,2676115₩
2022년 5월 3일,NVIDIA,19.3741$,19.7985$,19.1075$,19.5758$,47575084$
2022년 5월 3일,삼성전자,67400₩,68400₩,67300₩,67500₩,14168875₩
2022년 5월 4일,NVIDIA,19.8964$,20.3728$,18.7260$,20.3068$,64885463$
2022년 5월 4일,AMD,98.1800$,99.6900$,91.7000$,99.4200$,225394075$
2022년 5월 4일,SK하이닉스,110500₩,111000₩,108500₩,109500₩,2491890₩
2022년 5월 4일,삼성전자,68000₩,68400₩,67500₩,67900₩,11505248₩
2022년 5월 5일,AMD,97.6500$,97.8400$,92.1700$,93.8700$,153129770$
2022년 5월 5일,NVIDIA,19.8405$,19.8984$,18.4753$,18.8188$,62633141$
2022년 5월 6일,NVIDIA,18.7110$,19.4859$,17.9660$,18.6501$,63329672$
2022년 5월 6일,AMD,94.3400$,98.1800$,92.6500$,95.3400$,144286560$
2022년 5월 6일,삼성전자,67000₩,67100₩,66500₩,66500₩,14356156₩
2022년 5월 6일,SK하이닉스,108000₩,108500₩,106500₩,107500₩,2566813₩
2022년 5월 9일,AMD,92.8650$,93.7400$,85.3800$,86.3600$,144523668$
2022년 5월 9일,NVIDIA,18.0099$,18.2306$,16.8045$,16.9274$,64445451$
2022년 5월 9일,SK하이닉스,107000₩,109000₩,106500₩,107500₩,2203472₩
2022년 5월 9일,삼성전자,66300₩,66900₩,66100₩,66100₩,11858736₩
2022년 5월 10일,NVIDIA,17.6654$,18.1737$,17.0023$,17.5715$,76147429$
2022년 5월 10일,삼성전자,65900₩,66300₩,65300₩,65700₩,17235604₩
2022년 5월 10일,AMD,89.1800$,90.7721$,85.4100$,88.7300$,137235451$
2022년 5월 10일,SK하이닉스,107000₩,111000₩,107000₩,110000₩,4141923₩
2022년 5월 11일,삼성전자,65500₩,66300₩,65200₩,65700₩,12330920₩
2022년 5월 11일,AMD,87.8400$,93.4600$,86.5300$,87.9200$,136137858$
2022년 5월 11일,NVIDIA,17.3238$,17.7293$,16.5459$,16.6078$,67016703$
2022년 5월 11일,SK하이닉스,110500₩,112500₩,108000₩,110500₩,3658168₩
2022년 5월 12일,AMD,86.6000$,88.5500$,83.2700$,87.0600$,129214223$
2022년 5월 12일,삼성전자,65200₩,65500₩,64900₩,64900₩,16414188₩
2022년 5월 12일,SK하이닉스,109500₩,111500₩,108500₩,109000₩,4132948₩
2022년 5월 12일,NVIDIA,16.1974$,16.7656$,15.5462$,16.1534$,70872837$
2022년 5월 13일,삼성전자,65300₩,66700₩,65200₩,66500₩,14551536₩
2022년 5월 13일,NVIDIA,16.7656$,17.9045$,16.5703$,17.6824$,67043651$
2022년 5월 13일,AMD,88.3000$,96.5700$,88.2200$,95.1200$,138068073$
2022년 5월 13일,SK하이닉스,109000₩,112500₩,109000₩,112500₩,4003349₩
2022년 5월 16일,NVIDIA,17.4856$,17.7642$,17.0832$,17.2409$,52144598$
2022년 5월 16일,삼성전자,67100₩,67400₩,66100₩,66300₩,11937555₩
2022년 5월 16일,AMD,93.8600$,98.1690$,93.0801$,94.2400$,131065665$
2022년 5월 16일,SK하이닉스,113500₩,114000₩,110000₩,110500₩,3930044₩
2022년 5월 17일,SK하이닉스,111000₩,113000₩,110500₩,112500₩,2056143₩
2022년 5월 17일,NVIDIA,18.0499$,18.3465$,17.6105$,18.1527$,58582971$
2022년 5월 17일,삼성전자,66600₩,67900₩,66600₩,67600₩,15680447₩
2022년 5월 17일,AMD,97.8800$,103.2000$,97.5400$,102.4700$,164227181$
2022년 5월 18일,NVIDIA,17.6814$,18.0938$,16.8415$,16.9154$,54516106$
2022년 5월 18일,삼성전자,68300₩,68700₩,67600₩,68100₩,16486319₩
2022년 5월 18일,AMD,100.0000$,104.2200$,95.7100$,96.2800$,142603246$
2022년 5월 18일,SK하이닉스,114000₩,115000₩,113000₩,113500₩,3570113₩
2022년 5월 19일,NVIDIA,16.9144$,17.6634$,16.7117$,17.1011$,62130959$
2022년 5월 19일,AMD,96.6900$,100.6900$,95.0900$,96.6700$,141506169$
2022년 5월 19일,삼성전자,66500₩,67600₩,66500₩,67500₩,17073728₩
2022년 5월 19일,SK하이닉스,110500₩,112500₩,110000₩,111000₩,3680049₩
2022년 5월 20일,삼성전자,67800₩,68400₩,67700₩,68000₩,12109671₩
2022년 5월 20일,AMD,98.3850$,98.6400$,88.2600$,93.5000$,164126807$
2022년 5월 20일,NVIDIA,17.3089$,17.3868$,15.7340$,16.6717$,73910526$
2022년 5월 20일,SK하이닉스,111500₩,113000₩,111000₩,112500₩,2398978₩
2022년 5월 23일,SK하이닉스,113000₩,113500₩,111000₩,113000₩,3160028₩
2022년 5월 23일,AMD,91.6600$,95.1900$,90.9200$,95.0700$,128773040$
2022년 5월 23일,NVIDIA,16.2523$,16.8924$,16.1574$,16.8754$,63988869$
2022년 5월 23일,삼성전자,68800₩,68800₩,67600₩,67900₩,13684088₩
2022년 5월 24일,AMD,92.5400$,93.4200$,89.6200$,91.1600$,123341410$
2022년 5월 24일,NVIDIA,16.4880$,16.5748$,15.7589$,16.1324$,58855002$
2022년 5월 24일,SK하이닉스,111500₩,112000₩,108500₩,108500₩,4491835₩
2022년 5월 24일,삼성전자,67500₩,67700₩,66500₩,66500₩,15482576₩
2022년 5월 25일,SK하이닉스,109500₩,110000₩,107000₩,108000₩,4151560₩
2022년 5월 25일,삼성전자,66700₩,67100₩,65900₩,66400₩,15150490₩
2022년 5월 25일,NVIDIA,15.9986$,17.0881$,15.9786$,16.9523$,78113190$
2022년 5월 25일,AMD,90.4250$,93.8900$,89.5200$,92.6500$,111771116$
2022년 5월 26일,삼성전자,66300₩,67200₩,65500₩,65900₩,15970890₩
2022년 5월 26일,NVIDIA,16.0146$,18.0678$,16.0006$,17.8272$,99657452$
2022년 5월 26일,AMD,91.3400$,100.3300$,90.7400$,98.7500$,128792745$
2022년 5월 26일,SK하이닉스,107500₩,108500₩,101500₩,103000₩,8523001₩
2022년 5월 27일,NVIDIA,18.1617$,18.8558$,18.0758$,18.7859$,73837935$
2022년 5월 27일,SK하이닉스,105500₩,107000₩,105000₩,106000₩,3686487₩
2022년 5월 27일,AMD,100.1400$,102.4000$,99.3800$,102.2600$,104348440$
2022년 5월 27일,삼성전자,66700₩,66900₩,66200₩,66500₩,11405555₩
2022년 5월 30일,SK하이닉스,108000₩,108000₩,106000₩,107000₩,2054526₩
2022년 5월 30일,삼성전자,67500₩,67800₩,66900₩,67700₩,14255484₩
2022년 5월 31일,NVIDIA,18.9547$,19.1744$,18.3255$,18.6471$,66409951$
2022년 5월 31일,삼성전자,67500₩,67500₩,66700₩,67400₩,24365002₩
2022년 5월 31일,AMD,102.4300$,104.5500$,100.0400$,101.8600$,125102894$
2022년 5월 31일,SK하이닉스,106500₩,108000₩,105500₩,108000₩,4024509₩
2022년 6월 1일,AMD,102.1300$,103.5700$,99.5500$,101.2200$,99351389$
2022년 6월 1일,NVIDIA,18.6990$,19.0277$,18.0978$,18.2955$,54451390$
2022년 6월 2일,NVIDIA,18.2676$,19.5928$,18.1737$,19.5658$,64865580$
2022년 6월 2일,AMD,100.7800$,109.5000$,100.7800$,108.5900$,120953796$
2022년 6월 2일,SK하이닉스,106000₩,107500₩,106000₩,107000₩,3097583₩
2022년 6월 2일,삼성전자,66600₩,67000₩,66400₩,66700₩,14959443₩
2022년 6월 3일,NVIDIA,19.0560$,19.3065$,18.4968$,18.6950$,59877870$
2022년 6월 3일,SK하이닉스,108000₩,108500₩,107000₩,107000₩,1638006₩
2022년 6월 3일,AMD,105.8000$,109.3900$,104.6500$,106.3000$,110844697$
2022년 6월 3일,삼성전자,67200₩,67300₩,66800₩,66800₩,8222883₩
2022년 6월 6일,NVIDIA,19.1134$,19.3112$,18.5394$,18.7609$,42240615$
2022년 6월 6일,AMD,108.2700$,109.5700$,104.2250$,105.6500$,96726891$
2022년 6월 7일,NVIDIA,18.4473$,18.9746$,18.1637$,18.9007$,38891411$
2022년 6월 7일,SK하이닉스,105500₩,106000₩,103500₩,104000₩,3174521₩
2022년 6월 7일,AMD,104.2400$,106.2400$,102.6100$,105.2800$,79022851$
2022년 6월 7일,삼성전자,66200₩,66400₩,65400₩,65500₩,19355756₩
2022년 6월 8일,삼성전자,65400₩,65700₩,65300₩,65300₩,12483180₩
2022년 6월 8일,NVIDIA,18.7779$,19.1584$,18.5142$,18.6270$,36325246$
2022년 6월 8일,AMD,104.5700$,105.8480$,100.4100$,101.9000$,97641865$
2022년 6월 8일,SK하이닉스,104500₩,107500₩,104500₩,106000₩,3075530₩
2022년 6월 9일,AMD,101.5700$,103.9400$,98.7400$,98.8000$,95298975$
2022년 6월 9일,NVIDIA,18.4602$,18.9117$,18.0207$,18.0277$,39557379$
2022년 6월 9일,삼성전자,65100₩,65200₩,64500₩,65200₩,25790724₩
2022년 6월 9일,SK하이닉스,105500₩,107000₩,104500₩,105500₩,4640744₩
2022년 6월 10일,AMD,98.8200$,99.9280$,94.2500$,94.8200$,102212244$
2022년 6월 10일,NVIDIA,17.5802$,17.6771$,16.8500$,16.9549$,46564966$
2022년 6월 10일,삼성전자,64000₩,64400₩,63800₩,63800₩,22193552₩
2022년 6월 10일,SK하이닉스,104000₩,104500₩,102500₩,103500₩,3480289₩
2022년 6월 13일,SK하이닉스,100000₩,101000₩,99000₩,99000₩,4133447₩
2022년 6월 13일,AMD,91.2600$,92.0300$,86.6400$,86.9900$,98148812$
2022년 6월 13일,NVIDIA,15.9820$,16.2937$,15.5885$,15.6294$,60415338$
2022년 6월 13일,삼성전자,62400₩,62800₩,62100₩,62100₩,22157816₩
2022년 6월 14일,NVIDIA,15.7133$,16.0479$,15.3947$,15.8182$,46967952$
2022년 6월 14일,SK하이닉스,96900₩,99600₩,96800₩,99100₩,3242550₩
2022년 6월 14일,AMD,87.4100$,88.3000$,85.8201$,86.9900$,84066567$
2022년 6월 14일,삼성전자,61200₩,62200₩,61100₩,61900₩,24606420₩
2022년 6월 15일,삼성전자,61300₩,61500₩,60200₩,60700₩,26811224₩
2022년 6월 15일,SK하이닉스,98500₩,98900₩,96700₩,97900₩,2578500₩
2022년 6월 15일,AMD,87.9000$,90.8600$,86.1900$,89.3000$,95774807$
2022년 6월 15일,NVIDIA,16.0769$,16.8490$,15.9081$,16.5084$,56393565$
2022년 6월 16일,AMD,86.6300$,86.7300$,80.6400$,82.0500$,102433342$
2022년 6월 16일,NVIDIA,15.8422$,15.9244$,15.3837$,15.5835$,54574867$
2022년 6월 16일,삼성전자,61300₩,61800₩,60500₩,60900₩,23394896₩
2022년 6월 16일,SK하이닉스,99900₩,101500₩,97100₩,97400₩,3810703₩
2022년 6월 17일,SK하이닉스,95100₩,96400₩,95000₩,96400₩,3965464₩
2022년 6월 17일,NVIDIA,15.6304$,15.9770$,15.3108$,15.8621$,63033397$
2022년 6월 17일,삼성전자,59400₩,59900₩,59400₩,59800₩,29053450₩
2022년 6월 17일,AMD,82.1900$,82.9400$,79.4300$,81.5700$,105212293$
2022년 6월 20일,삼성전자,59800₩,59900₩,58100₩,58700₩,34111304₩
2022년 6월 20일,SK하이닉스,96700₩,96800₩,93100₩,94500₩,2386222₩
2022년 6월 21일,삼성전자,58700₩,59200₩,58200₩,58500₩,25148108₩
2022년 6월 21일,NVIDIA,16.4560$,16.9889$,16.3886$,16.5474$,48308888$
2022년 6월 21일,SK하이닉스,94700₩,95900₩,93900₩,95200₩,2707302₩
2022년 6월 21일,AMD,84.1700$,85.8100$,82.6000$,83.7900$,87780567$
2022년 6월 22일,삼성전자,59000₩,59100₩,57600₩,57600₩,23334688₩
2022년 6월 22일,NVIDIA,16.2078$,16.6433$,16.1618$,16.3416$,43799744$
2022년 6월 22일,AMD,84.4000$,86.3750$,83.3001$,83.7500$,86634716$
2022년 6월 22일,SK하이닉스,95700₩,95700₩,91700₩,92200₩,3509830₩
2022년 6월 23일,SK하이닉스,92100₩,93000₩,89700₩,90200₩,3983116₩
