날짜,회사명,시가,최고가,최저가,종가,거래량
2022년 9월 16일,NVIDIA,12.7310$,13.2011$,12.6066$,13.1871$,67075140$
2022년 9월 16일,AMD,75.6200$,76.8200$,74.6800$,76.5100$,75300178$
2022년 9월 16일,삼성전자,55600₩,56400₩,55500₩,56200₩,13456503₩
2022년 9월 16일,SK하이닉스,90900₩,91400₩,90000₩,91200₩,2243179₩
2022년 9월 19일,SK하이닉스,90800₩,91500₩,90000₩,90000₩,2078633₩
2022년 9월 19일,NVIDIA,13.0012$,13.4519$,12.9992$,13.3709$,56968528$
2022년 9월 19일,AMD,75.3900$,77.3400$,75.3500$,76.7700$,64966909$
2022년 9월 19일,삼성전자,56300₩,57000₩,56000₩,56400₩,12278653₩
2022년 9월 20일,SK하이닉스,89000₩,90600₩,87500₩,88000₩,4259789₩
2022년 9월 20일,삼성전자,56400₩,57000₩,55800₩,55800₩,14041465₩
2022년 9월 20일,NVIDIA,13.2036$,13.4716$,13.0462$,13.1651$,52481775$
2022년 9월 20일,AMD,76.0800$,76.5800$,74.7312$,75.2500$,51129084$
2022년 9월 21일,삼성전자,55400₩,55500₩,55000₩,55300₩,11863700₩
2022년 9월 21일,AMD,75.4350$,78.4100$,74.4500$,74.4800$,82069703$
2022년 9월 21일,SK하이닉스,87500₩,88500₩,86300₩,88000₩,2954420₩
2022년 9월 21일,NVIDIA,13.2021$,14.0194$,13.0991$,13.2500$,80767940$
2022년 9월 22일,AMD,73.8900$,74.2900$,69.1700$,69.5000$,101436851$
2022년 9월 22일,삼성전자,54600₩,54700₩,54300₩,54400₩,12786510₩
2022년 9월 22일,SK하이닉스,86300₩,86900₩,85900₩,86000₩,2204430₩
2022년 9월 22일,NVIDIA,13.0592$,13.1381$,12.4177$,12.5506$,75916216$
2022년 9월 23일,NVIDIA,12.4097$,12.6006$,12.2469$,12.5056$,66330931$
2022년 9월 23일,AMD,68.0000$,69.0801$,66.8216$,67.9600$,87689951$
2022년 9월 23일,삼성전자,54400₩,54900₩,54200₩,54500₩,10555964₩
2022년 9월 23일,SK하이닉스,85500₩,86600₩,83300₩,83500₩,3932242₩
2022년 9월 26일,삼성전자,53700₩,54200₩,53600₩,53900₩,15008449₩
2022년 9월 26일,NVIDIA,12.4807$,12.6485$,12.2039$,12.2179$,54734269$
2022년 9월 26일,SK하이닉스,81500₩,83200₩,81500₩,82500₩,3281145₩
2022년 9월 26일,AMD,67.8700$,68.7400$,66.2500$,66.3000$,82898693$
2022년 9월 27일,AMD,67.9000$,68.7800$,66.0000$,67.1700$,94871793$
2022년 9월 27일,SK하이닉스,82200₩,82700₩,80700₩,82000₩,2606333₩
2022년 9월 27일,NVIDIA,12.4966$,12.7255$,12.2479$,12.4027$,55385406$
2022년 9월 27일,삼성전자,53800₩,54200₩,53500₩,54200₩,16631289₩
2022년 9월 28일,NVIDIA,12.3997$,12.8124$,12.3436$,12.7255$,54241388$
2022년 9월 28일,삼성전자,53900₩,54400₩,52500₩,52900₩,19991128₩
2022년 9월 28일,AMD,67.1100$,68.7979$,66.5600$,68.3600$,72389462$
2022년 9월 28일,SK하이닉스,81900₩,83500₩,80500₩,81200₩,3068181₩
2022년 9월 29일,삼성전자,53300₩,53700₩,52600₩,52600₩,13882080₩
2022년 9월 29일,AMD,67.1500$,67.2000$,62.8301$,64.1400$,102552389$
2022년 9월 29일,NVIDIA,12.4377$,12.4897$,11.9361$,12.2099$,53276312$
2022년 9월 29일,SK하이닉스,82500₩,82900₩,80500₩,80800₩,2064798₩
2022년 9월 30일,삼성전자,52300₩,53600₩,51800₩,53100₩,22503248₩
2022년 9월 30일,AMD,63.6150$,65.9100$,63.3400$,63.3600$,81664125$
2022년 9월 30일,NVIDIA,12.0770$,12.6225$,12.0650$,12.1290$,56563842$
2022년 9월 30일,SK하이닉스,80900₩,83900₩,80400₩,83100₩,4711130₩
2022년 10월 3일,AMD,64.4600$,66.9100$,63.3900$,66.1100$,83841632$
2022년 10월 3일,NVIDIA,12.3368$,12.6675$,12.0950$,12.5016$,54747847$
2022년 10월 4일,SK하이닉스,85200₩,87200₩,85200₩,86200₩,4277404₩
2022년 10월 4일,삼성전자,55300₩,55400₩,54500₩,55200₩,19148436₩
2022년 10월 4일,AMD,68.2700$,69.1800$,67.3300$,67.9000$,77160479$
2022년 10월 4일,NVIDIA,12.8683$,13.2091$,12.8683$,13.1561$,58418167$
2022년 10월 5일,SK하이닉스,90000₩,90400₩,88100₩,89800₩,5927256₩
2022년 10월 5일,삼성전자,56900₩,57200₩,55400₩,56000₩,22458970₩
2022년 10월 5일,AMD,66.5900$,68.6900$,64.5150$,67.9400$,87127384$
2022년 10월 5일,NVIDIA,12.9000$,13.3100$,12.6106$,13.1981$,50713073$
2022년 10월 6일,NVIDIA,13.2091$,13.6447$,13.0922$,13.1191$,64415689$
2022년 10월 6일,SK하이닉스,90900₩,92000₩,89800₩,89900₩,3039698₩
2022년 10월 6일,AMD,67.8200$,70.2900$,67.6610$,67.8500$,98325917$
2022년 10월 6일,삼성전자,56700₩,57300₩,56300₩,56300₩,14944446₩
2022년 10월 7일,삼성전자,55900₩,56900₩,55200₩,56200₩,16886812₩
2022년 10월 7일,NVIDIA,12.4946$,12.6595$,12.0120$,12.0660$,67247816$
2022년 10월 7일,AMD,64.0101$,64.0300$,58.2200$,58.4400$,163786265$
2022년 10월 7일,SK하이닉스,89600₩,91800₩,87800₩,91200₩,3100583₩
2022년 10월 10일,NVIDIA,12.0270$,12.1143$,11.3987$,11.6603$,69869925$
2022년 10월 10일,AMD,57.3100$,58.7900$,56.3000$,57.8100$,112241785$
2022년 10월 11일,NVIDIA,11.5514$,11.8362$,11.2737$,11.5764$,66748163$
2022년 10월 11일,SK하이닉스,89700₩,91200₩,88000₩,90200₩,3840842₩
2022년 10월 11일,삼성전자,54400₩,55700₩,54000₩,55400₩,21437876₩
2022년 10월 11일,AMD,57.2100$,58.9150$,56.0500$,57.6300$,114054838$
2022년 10월 12일,NVIDIA,11.5694$,11.7253$,11.3356$,11.4905$,49259019$
2022년 10월 12일,삼성전자,55700₩,57000₩,55200₩,55800₩,18408910₩
2022년 10월 12일,AMD,57.4500$,58.3200$,56.3200$,57.8500$,89264184$
2022년 10월 12일,SK하이닉스,91000₩,94000₩,90900₩,94000₩,4648231₩
2022년 10월 13일,SK하이닉스,93400₩,94900₩,92800₩,94900₩,4390570₩
2022년 10월 13일,AMD,55.5200$,60.1400$,54.5700$,58.9400$,131159784$
2022년 10월 13일,삼성전자,55400₩,56100₩,55200₩,55200₩,13784602₩
2022년 10월 13일,NVIDIA,10.9619$,12.0680$,10.8040$,11.9501$,85010301$
2022년 10월 14일,삼성전자,56200₩,56500₩,55800₩,56300₩,12924326₩
2022년 10월 14일,SK하이닉스,96000₩,96600₩,94300₩,95500₩,3516437₩
2022년 10월 14일,AMD,59.6000$,59.9400$,55.8350$,55.9400$,96959299$
2022년 10월 14일,NVIDIA,12.0470$,12.1010$,11.1947$,11.2177$,71343199$
2022년 10월 17일,NVIDIA,11.5085$,11.9381$,11.5075$,11.8782$,58077417$
2022년 10월 17일,SK하이닉스,94600₩,95300₩,94000₩,95200₩,2134558₩
2022년 10월 17일,삼성전자,55800₩,57000₩,55700₩,56600₩,13641878₩
2022년 10월 17일,AMD,57.3500$,58.5100$,57.1000$,57.9600$,76977604$
2022년 10월 18일,AMD,59.9100$,60.4900$,56.4000$,57.9200$,103064529$
2022년 10월 18일,NVIDIA,12.3338$,12.4817$,11.6084$,11.9571$,65936206$
2022년 10월 18일,삼성전자,56700₩,57100₩,55800₩,56500₩,14820702₩
2022년 10월 18일,SK하이닉스,95900₩,96200₩,94600₩,95800₩,2618680₩
2022년 10월 19일,NVIDIA,11.8692$,12.3398$,11.8242$,12.0410$,52313061$
2022년 10월 19일,AMD,57.3250$,59.0376$,56.5700$,57.2300$,75704837$
2022년 10월 19일,SK하이닉스,94700₩,94900₩,92700₩,92900₩,3684934₩
2022년 10월 19일,삼성전자,56700₩,56900₩,55700₩,55800₩,12660652₩
2022년 10월 20일,AMD,57.4700$,60.2000$,57.4000$,57.7700$,79552604$
2022년 10월 20일,SK하이닉스,91000₩,91800₩,89000₩,90200₩,4547678₩
2022년 10월 20일,NVIDIA,12.1030$,12.7584$,12.0950$,12.1839$,65239761$
2022년 10월 20일,삼성전자,55200₩,56000₩,55100₩,55500₩,17107652₩
2022년 10월 21일,AMD,57.2150$,58.9100$,55.7100$,58.8200$,95366369$
2022년 10월 21일,NVIDIA,12.0882$,12.4877$,11.8772$,12.4557$,60949441$
2022년 10월 21일,SK하이닉스,89800₩,91400₩,89700₩,90500₩,2206754₩
2022년 10월 21일,삼성전자,55100₩,56300₩,55100₩,55900₩,11456060₩
2022년 10월 24일,AMD,58.5700$,59.0000$,56.6600$,58.7000$,76305381$
2022년 10월 24일,NVIDIA,12.4976$,12.6995$,12.0540$,12.5886$,51745740$
2022년 10월 24일,삼성전자,57000₩,57500₩,56700₩,57500₩,16944504₩
2022년 10월 24일,SK하이닉스,92200₩,93100₩,91200₩,91800₩,2165991₩
2022년 10월 25일,삼성전자,57000₩,58600₩,57000₩,57700₩,17405678₩
2022년 10월 25일,NVIDIA,12.6830$,13.2890$,12.6535$,13.2500$,50548233$
2022년 10월 25일,AMD,58.7650$,61.9750$,58.6900$,61.4700$,85501881$
2022년 10월 25일,SK하이닉스,91900₩,94800₩,91000₩,93500₩,2656194₩
2022년 10월 26일,NVIDIA,12.8583$,13.3769$,12.6975$,12.8853$,53553329$
2022년 10월 26일,SK하이닉스,93300₩,95500₩,93200₩,93900₩,3310322₩
2022년 10월 26일,AMD,59.6900$,61.7700$,59.1500$,59.7300$,79915891$
2022년 10월 26일,삼성전자,58000₩,59600₩,57700₩,59400₩,20824968₩
2022년 10월 27일,삼성전자,59700₩,60100₩,58900₩,59500₩,21756712₩
2022년 10월 27일,SK하이닉스,95100₩,95100₩,89800₩,90000₩,4550273₩
2022년 10월 27일,AMD,61.6000$,62.7200$,58.5100$,58.6000$,83871440$
2022년 10월 27일,NVIDIA,13.6187$,13.8265$,13.1111$,13.1651$,58311308$
2022년 10월 28일,AMD,59.1000$,62.3500$,58.9200$,62.0100$,78198605$
2022년 10월 28일,삼성전자,58900₩,59200₩,57200₩,57300₩,20924936₩
2022년 10월 28일,SK하이닉스,87100₩,87800₩,83000₩,83400₩,7748514₩
2022년 10월 28일,NVIDIA,13.0932$,13.8385$,13.0502$,13.8225$,52103993$
2022년 10월 31일,NVIDIA,13.7666$,13.8265$,13.2860$,13.4858$,48634099$
2022년 10월 31일,AMD,60.7500$,61.8600$,59.5250$,60.0600$,73274137$
2022년 10월 31일,삼성전자,58100₩,59900₩,58000₩,59400₩,18999514₩
2022년 10월 31일,SK하이닉스,84300₩,85400₩,82400₩,82700₩,6271574₩
2022년 11월 1일,삼성전자,59900₩,60300₩,59500₩,60000₩,17201648₩
2022년 11월 1일,SK하이닉스,82700₩,83900₩,81400₩,83900₩,3820185₩
2022년 11월 1일,NVIDIA,13.7996$,13.9135$,13.5078$,13.5318$,43281690$
2022년 11월 1일,AMD,61.4850$,61.9900$,59.4250$,59.6600$,83806667$
2022년 11월 2일,삼성전자,59700₩,60000₩,59300₩,59600₩,13202919₩
2022년 11월 2일,AMD,62.9999$,63.9300$,58.5700$,58.6300$,142669440$
2022년 11월 2일,SK하이닉스,84200₩,85500₩,83600₩,84500₩,2536363₩
2022년 11월 2일,NVIDIA,13.8385$,14.1982$,13.2003$,13.2081$,67262784$
2022년 11월 3일,AMD,58.1100$,62.2800$,58.0300$,60.1100$,95279891$
2022년 11월 3일,NVIDIA,13.0322$,13.7696$,12.9453$,13.4099$,50006486$
2022년 11월 3일,삼성전자,58600₩,59800₩,58100₩,59200₩,17492162₩
2022년 11월 3일,SK하이닉스,82600₩,83500₩,81900₩,82700₩,2901380₩
2022년 11월 4일,삼성전자,59100₩,59500₩,58400₩,59400₩,12445841₩
2022년 11월 4일,SK하이닉스,82700₩,84600₩,81700₩,84500₩,3032985₩
2022년 11월 4일,NVIDIA,13.9744$,14.2172$,13.6857$,14.1443$,61257591$
2022년 11월 4일,AMD,62.5000$,63.0000$,60.5300$,62.1900$,84791349$
2022년 11월 7일,NVIDIA,14.2162$,14.4001$,13.9424$,14.2892$,41006095$
2022년 11월 7일,AMD,62.9300$,63.5300$,61.4000$,63.0800$,62722498$
2022년 11월 7일,삼성전자,59700₩,60300₩,59400₩,60200₩,12437246₩
2022년 11월 7일,SK하이닉스,85400₩,86800₩,85000₩,86500₩,2765284₩
2022년 11월 8일,NVIDIA,14.7887$,14.8787$,14.2042$,14.5899$,59529199$
2022년 11월 8일,AMD,64.0900$,64.9600$,62.3678$,63.8500$,75938045$
2022년 11월 8일,삼성전자,60500₩,61900₩,60500₩,61800₩,18273898₩
2022년 11월 8일,SK하이닉스,87600₩,89000₩,87400₩,87700₩,2799575₩
2022년 11월 9일,SK하이닉스,88100₩,89200₩,86600₩,89200₩,2619752₩
2022년 11월 9일,NVIDIA,14.1498$,14.1992$,13.7476$,13.7646$,45441366$
2022년 11월 9일,삼성전자,62000₩,62200₩,61300₩,62000₩,14045592₩
2022년 11월 9일,AMD,62.2800$,63.0500$,59.8000$,59.9200$,62940338$
2022년 11월 10일,SK하이닉스,89000₩,90800₩,88300₩,89100₩,3856811₩
2022년 11월 10일,AMD,64.3000$,68.8000$,63.6200$,68.4700$,107996331$
2022년 11월 10일,삼성전자,61400₩,61500₩,60400₩,60400₩,21087632₩
2022년 11월 10일,NVIDIA,14.7877$,15.7599$,14.5350$,15.7370$,70081925$
2022년 11월 11일,AMD,69.5800$,73.3200$,68.2900$,72.3700$,111709462$
2022년 11월 11일,SK하이닉스,95200₩,95300₩,92500₩,93500₩,5002149₩
2022년 11월 11일,삼성전자,63100₩,63200₩,62300₩,62900₩,20037164₩
2022년 11월 11일,NVIDIA,15.7944$,16.3754$,15.4692$,16.3135$,65548747$
2022년 11월 14일,SK하이닉스,93900₩,93900₩,90900₩,90900₩,2483441₩
2022년 11월 14일,AMD,75.2200$,75.2500$,72.6700$,73.5300$,108892750$
2022년 11월 14일,삼성전자,62900₩,62900₩,61700₩,61900₩,15973416₩
2022년 11월 14일,NVIDIA,16.2046$,16.5263$,15.9088$,16.2815$,52785245$
2022년 11월 15일,삼성전자,62200₩,62500₩,61600₩,62400₩,12310986₩
2022년 11월 15일,SK하이닉스,91300₩,92100₩,90400₩,91600₩,2460465₩
2022년 11월 15일,NVIDIA,16.7077$,16.9839$,16.3684$,16.6522$,54587550$
2022년 11월 15일,AMD,77.2600$,79.1600$,75.3900$,76.3700$,108946318$
2022년 11월 16일,AMD,73.6550$,74.8268$,71.9250$,72.7000$,79967998$
2022년 11월 16일,NVIDIA,16.1481$,16.3485$,15.8599$,15.8968$,64954684$
2022년 11월 16일,SK하이닉스,92000₩,92400₩,90300₩,91500₩,2609199₩
2022년 11월 16일,삼성전자,62400₩,62700₩,61700₩,62700₩,12909260₩
2022년 11월 17일,AMD,70.5600$,74.3800$,70.1600$,73.9000$,82320829$
2022년 11월 17일,SK하이닉스,82400₩,88500₩,82000₩,87700₩,3703870₩
2022년 11월 17일,삼성전자,62000₩,62000₩,61300₩,61400₩,13298296₩
2022년 11월 17일,NVIDIA,15.7020$,16.2525$,15.5221$,15.6640$,71089356$
2022년 11월 18일,AMD,75.0700$,75.3499$,72.1800$,73.5700$,73223214$
2022년 11월 18일,SK하이닉스,88700₩,91500₩,88100₩,88400₩,2981192₩
2022년 11월 18일,삼성전자,61800₩,62400₩,61400₩,61800₩,12236503₩
2022년 11월 18일,NVIDIA,15.9528$,15.9888$,15.1075$,15.3962$,49207165$
2022년 11월 21일,삼성전자,61400₩,61800₩,60800₩,61400₩,9378097₩
2022년 11월 21일,NVIDIA,15.1345$,15.4642$,15.0675$,15.3043$,40473931$
2022년 11월 21일,SK하이닉스,87600₩,87700₩,86100₩,86300₩,2111523₩
2022년 11월 21일,AMD,72.2100$,72.9800$,71.5700$,72.4600$,51536349$
2022년 11월 22일,AMD,72.7200$,75.3300$,72.1091$,75.2500$,55450160$
2022년 11월 22일,삼성전자,60900₩,61200₩,60300₩,60600₩,9411289₩
2022년 11월 22일,NVIDIA,15.3153$,16.0443$,15.1091$,16.0247$,47286607$
2022년 11월 22일,SK하이닉스,85500₩,86600₩,84900₩,85200₩,1617131₩
2022년 11월 23일,NVIDIA,16.0847$,16.5133$,16.0347$,16.5053$,42724093$
2022년 11월 23일,AMD,75.4900$,78.2200$,75.3000$,76.4000$,81623628$
2022년 11월 23일,삼성전자,61200₩,61300₩,60700₩,61000₩,8765050₩
2022년 11월 23일,SK하이닉스,86100₩,86700₩,84900₩,85200₩,1480400₩
2022년 11월 24일,삼성전자,61200₩,61700₩,60900₩,61400₩,8125010₩
2022년 11월 24일,SK하이닉스,86900₩,87200₩,85700₩,86900₩,2148255₩
2022년 11월 25일,AMD,75.6700$,76.0393$,74.7495$,75.1400$,26018911$
2022년 11월 25일,삼성전자,61400₩,61700₩,60800₩,61000₩,6677933₩
2022년 11월 25일,NVIDIA,16.3045$,16.4734$,16.1586$,16.2565$,16793430$
2022년 11월 25일,SK하이닉스,87200₩,87300₩,85100₩,85100₩,1439011₩
2022년 11월 28일,SK하이닉스,84100₩,84200₩,82900₩,83100₩,2471506₩
2022년 11월 28일,AMD,73.8100$,75.4699$,72.5700$,73.1900$,45448323$
2022년 11월 28일,삼성전자,60500₩,60500₩,59800₩,60100₩,8589032₩
2022년 11월 28일,NVIDIA,16.0127$,16.3435$,15.7120$,15.8139$,30415201$
2022년 11월 29일,AMD,73.6200$,74.4899$,72.7800$,73.3900$,51846449$
2022년 11월 29일,NVIDIA,15.8139$,15.9188$,15.5072$,15.6261$,29838449$
2022년 11월 29일,삼성전자,59900₩,60600₩,59800₩,60600₩,7014160₩
2022년 11월 29일,SK하이닉스,82700₩,83800₩,82100₩,83700₩,1501783₩
2022년 11월 30일,SK하이닉스,83200₩,85400₩,83100₩,85000₩,3332708₩
2022년 11월 30일,삼성전자,60400₩,62200₩,60200₩,62200₩,19768904₩
2022년 11월 30일,NVIDIA,15.6880$,16.9203$,15.5881$,16.9133$,56529822$
2022년 11월 30일,AMD,73.3800$,77.7000$,72.8131$,77.6300$,88468439$
2022년 12월 1일,SK하이닉스,87300₩,87300₩,84600₩,84700₩,2878591₩
2022년 12월 1일,삼성전자,63100₩,63200₩,62300₩,62600₩,16631445₩
2022년 12월 1일,AMD,78.3100$,79.2300$,76.4400$,77.4800$,59833354$
2022년 12월 1일,NVIDIA,16.9893$,17.2551$,16.6255$,17.1252$,47097657$
2022년 12월 2일,SK하이닉스,83900₩,83900₩,81800₩,81900₩,4594058₩
2022년 12월 2일,NVIDIA,16.6495$,16.9229$,16.4356$,16.8663$,37138858$
2022년 12월 2일,삼성전자,62500₩,62500₩,60400₩,60400₩,15331184₩
2022년 12월 2일,AMD,75.0500$,76.2800$,73.6500$,74.9800$,64377175$
2022년 12월 5일,AMD,74.5400$,75.1700$,72.8200$,73.6200$,47022185$
2022년 12월 5일,SK하이닉스,81900₩,82300₩,80700₩,81000₩,3516456₩
2022년 12월 5일,삼성전자,60900₩,61100₩,60000₩,60300₩,13767787₩
2022년 12월 5일,NVIDIA,16.6695$,16.9853$,16.4626$,16.6005$,35225517$
2022년 12월 6일,삼성전자,59800₩,60100₩,59200₩,59200₩,13888300₩
2022년 12월 6일,NVIDIA,16.5205$,16.5635$,15.8100$,15.9779$,35269427$
2022년 12월 6일,AMD,73.0800$,73.3911$,69.4000$,70.2700$,64965235$
2022년 12월 6일,SK하이닉스,79900₩,81100₩,79800₩,81000₩,2781352₩
2022년 12월 7일,AMD,69.5300$,71.3700$,69.2800$,70.1400$,59180109$
2022년 12월 7일,NVIDIA,15.7630$,16.1767$,15.6580$,16.1108$,37238758$
2022년 12월 7일,삼성전자,58800₩,59600₩,58500₩,58900₩,12100662₩
2022년 12월 7일,SK하이닉스,79900₩,80700₩,78700₩,78900₩,3589926₩
2022년 12월 8일,삼성전자,58700₩,59200₩,58600₩,59200₩,12986815₩
2022년 12월 8일,NVIDIA,16.2637$,17.1692$,15.9499$,17.1592$,51545554$
2022년 12월 8일,SK하이닉스,78200₩,79800₩,78200₩,78800₩,3809847₩
2022년 12월 8일,AMD,70.1400$,71.2250$,69.0000$,70.4700$,56734096$
2022년 12월 9일,NVIDIA,17.1502$,17.5729$,16.9653$,16.9913$,46533819$
2022년 12월 9일,삼성전자,59300₩,60600₩,59300₩,60400₩,10529632₩
2022년 12월 9일,SK하이닉스,79400₩,81500₩,79300₩,81500₩,2985508₩
2022년 12월 9일,AMD,69.4900$,70.6700$,68.5200$,68.5900$,59058319$
2022년 12월 12일,삼성전자,59900₩,60000₩,59400₩,59500₩,9036472₩
2022년 12월 12일,SK하이닉스,80100₩,81300₩,79500₩,81100₩,1242007₩
2022년 12월 12일,NVIDIA,17.0273$,17.5280$,16.7874$,17.5250$,45732780$
2022년 12월 12일,AMD,68.5400$,70.6700$,67.5300$,70.6700$,60968341$
2022년 12월 13일,삼성전자,59600₩,60300₩,59400₩,59700₩,9040873₩
2022년 12월 13일,SK하이닉스,81300₩,82700₩,80500₩,82300₩,2761104₩
2022년 12월 13일,AMD,74.8700$,75.2100$,70.6600$,71.6500$,72458043$
2022년 12월 13일,NVIDIA,18.5204$,18.7793$,17.7009$,18.0617$,65658876$
2022년 12월 14일,AMD,70.9300$,72.0000$,68.3200$,68.9300$,67277981$
2022년 12월 14일,삼성전자,59800₩,60600₩,59800₩,60500₩,8207485₩
2022년 12월 14일,SK하이닉스,82100₩,82600₩,81100₩,81800₩,2357491₩
2022년 12월 14일,NVIDIA,17.9767$,18.2416$,17.4100$,17.6639$,49688810$
2022년 12월 15일,삼성전자,59800₩,60200₩,59300₩,59300₩,8716039₩
2022년 12월 15일,SK하이닉스,80600₩,81100₩,79900₩,80200₩,1713617₩
2022년 12월 15일,NVIDIA,17.1362$,17.3101$,16.6904$,16.9423$,47854210$
2022년 12월 15일,AMD,67.6040$,68.2100$,66.1200$,66.5300$,58557045$
2022년 12월 16일,SK하이닉스,77700₩,79400₩,77500₩,78400₩,3827227₩
2022년 12월 16일,NVIDIA,16.8546$,17.0313$,16.4006$,16.5615$,47823193$
2022년 12월 16일,삼성전자,58300₩,59500₩,58300₩,59500₩,13033596₩
2022년 12월 16일,AMD,66.2500$,67.1900$,64.8000$,65.4100$,62438574$
2022년 12월 19일,NVIDIA,16.5625$,16.5995$,16.1358$,16.2447$,35403877$
2022년 12월 19일,AMD,65.1200$,65.5900$,63.7100$,64.5900$,46246911$
2022년 12월 19일,SK하이닉스,78300₩,80100₩,78300₩,79000₩,1813544₩
2022년 12월 19일,삼성전자,59500₩,59900₩,59100₩,59500₩,7696187₩
2022년 12월 20일,AMD,63.7600$,66.0600$,63.5200$,65.0500$,52431257$
2022년 12월 20일,삼성전자,59000₩,59100₩,58500₩,58600₩,9284761₩
2022년 12월 20일,SK하이닉스,78200₩,78900₩,77800₩,78300₩,1361926₩
2022년 12월 20일,NVIDIA,16.0548$,16.3007$,15.8429$,16.0758$,40325979$
2022년 12월 21일,NVIDIA,16.1048$,16.6175$,16.0928$,16.4916$,32502538$
2022년 12월 21일,삼성전자,58700₩,59100₩,58000₩,58000₩,10356971₩
2022년 12월 21일,SK하이닉스,78500₩,79200₩,78000₩,78000₩,1513864₩
2022년 12월 21일,AMD,65.4300$,67.8450$,65.2100$,67.6800$,44167575$
2022년 12월 22일,NVIDIA,16.0843$,16.1288$,14.8735$,15.3302$,56504527$
2022년 12월 22일,삼성전자,58100₩,59100₩,58100₩,59100₩,10720630₩
2022년 12월 22일,SK하이닉스,78500₩,79300₩,77900₩,79200₩,2061883₩
2022년 12월 22일,AMD,66.0800$,66.3100$,62.2601$,63.8600$,73917667$
2022년 12월 23일,삼성전자,58200₩,58400₩,57700₩,58100₩,9829407₩
2022년 12월 23일,NVIDIA,15.1873$,15.3302$,14.8745$,15.1973$,34932563$
2022년 12월 23일,SK하이닉스,77800₩,78300₩,77300₩,77800₩,1554446₩
2022년 12월 23일,AMD,63.1100$,64.6600$,62.7200$,64.5200$,45923000$
2022년 12월 26일,SK하이닉스,77700₩,77700₩,76500₩,77000₩,1414717₩
2022년 12월 26일,삼성전자,58000₩,58100₩,57700₩,57900₩,6756411₩
2022년 12월 27일,NVIDIA,15.0654$,15.0914$,14.0480$,14.1129$,46490226$
2022년 12월 27일,삼성전자,58000₩,58400₩,57900₩,58100₩,10667027₩
2022년 12월 27일,SK하이닉스,77500₩,77600₩,76500₩,77000₩,1694225₩
2022년 12월 27일,AMD,63.8700$,64.2800$,62.9700$,63.2700$,36085981$
2022년 12월 28일,SK하이닉스,76800₩,77000₩,75400₩,76000₩,1891221₩
2022년 12월 28일,삼성전자,57600₩,57600₩,56400₩,56600₩,14665410₩
2022년 12월 28일,AMD,62.5400$,63.5400$,61.9600$,62.5700$,39526483$
2022년 12월 28일,NVIDIA,13.9190$,14.2538$,13.8761$,14.0280$,35106645$
2022년 12월 29일,삼성전자,56000₩,56200₩,55300₩,55300₩,11295935₩
2022년 12월 29일,SK하이닉스,75200₩,75600₩,74700₩,75000₩,1736661₩
2022년 12월 29일,AMD,63.6350$,65.1800$,63.0600$,64.8200$,41428481$
2022년 12월 29일,NVIDIA,14.3938$,14.6746$,14.2189$,14.5946$,35492324$
2022년 12월 30일,NVIDIA,14.3258$,14.6206$,14.2249$,14.6056$,31048983$
2022년 12월 30일,AMD,63.7700$,64.8200$,63.1437$,64.7700$,37126975$
2023년 1월 2일,SK하이닉스,75100₩,76700₩,75000₩,75700₩,1376985₩
2023년 1월 2일,삼성전자,55500₩,56100₩,55200₩,55500₩,10031448₩
2023년 1월 3일,SK하이닉스,75600₩,76300₩,73100₩,75600₩,2719437₩
2023년 1월 3일,NVIDIA,14.8425$,14.9874$,14.0879$,14.3068$,40127658$
2023년 1월 3일,AMD,65.9980$,66.8800$,63.5900$,64.0200$,46851844$
2023년 1월 3일,삼성전자,55400₩,56000₩,54500₩,55400₩,13547030₩
2023년 1월 4일,AMD,65.0000$,65.7900$,63.3100$,64.6600$,47477139$
2023년 1월 4일,SK하이닉스,75400₩,81900₩,75200₩,81000₩,5154609₩
2023년 1월 4일,삼성전자,55700₩,58000₩,55600₩,57800₩,20188072₩
2023년 1월 4일,NVIDIA,14.5587$,14.8445$,14.2329$,14.7406$,43132360$
2023년 1월 5일,AMD,64.1500$,64.3500$,62.3000$,62.3300$,46159549$
2023년 1월 5일,NVIDIA,14.4827$,14.5557$,14.1399$,14.2568$,38916811$
2023년 1월 5일,SK하이닉스,83300₩,83300₩,80800₩,81400₩,3510964₩
2023년 1월 5일,삼성전자,58200₩,58800₩,57600₩,58200₩,15682826₩
2023년 1월 6일,삼성전자,58300₩,59400₩,57900₩,59000₩,17334988₩
2023년 1월 6일,NVIDIA,14.4657$,15.0014$,14.0260$,14.8505$,40504362$
2023년 1월 6일,SK하이닉스,81400₩,83600₩,81100₩,83100₩,3687430₩
2023년 1월 6일,AMD,63.1450$,64.3000$,60.0500$,63.9600$,70161340$
2023년 1월 9일,NVIDIA,15.2753$,16.0468$,15.1323$,15.6191$,50423056$
2023년 1월 9일,SK하이닉스,84900₩,86000₩,83500₩,86000₩,3948670₩
2023년 1월 9일,AMD,66.2200$,69.3200$,65.6700$,67.2400$,69741257$
2023년 1월 9일,삼성전자,59700₩,60700₩,59600₩,60700₩,18640108₩
2023년 1월 10일,삼성전자,60200₩,61100₩,59900₩,60400₩,14859797₩
2023년 1월 10일,NVIDIA,15.4981$,15.9529$,15.4632$,15.8999$,38410126$
2023년 1월 10일,SK하이닉스,85500₩,87200₩,85000₩,86500₩,3105311₩
